recall,precision,f1score,auc,accuracy,id,execution_time,shift,q,class_weight,penalty,C,max_iter,solver,tol,feature_to_drop,kline_size,n_limit,random_search
0.87,0.69,0.77,0.82,0.8,185,1.95,-1,0.36,0.42,l2,2.154434690031882,70,liblinear,0.1,volume,240,2,True
0.8,0.74,0.77,0.82,0.82,186,2.12,-1,0.36,0.69,l2,4.641588833612777,40,liblinear,0.1,wilder_rsi,240,2,True
0.77,0.73,0.75,0.81,0.83,187,29.36,-1,0.32,0.72,l2,10.0,60,sag,0.01,vwap,240,2,True
0.79,0.7,0.74,0.82,0.83,188,1.31,-1,0.3,0.57,l2,0.021544346900318832,120,lbfgs,0.005,high,240,2,True
0.83,0.71,0.76,0.81,0.81,189,0.82,-1,0.36,0.51,l2,0.01,30,lbfgs,0.05,PPO,240,2,True
0.77,0.78,0.77,0.81,0.82,190,1.6,-1,0.39,0.93,l2,0.4641588833612777,70,sag,0.1,imbalance,240,2,True
0.84,0.72,0.77,0.82,0.82,191,1.33,-1,0.36,0.54,l2,0.4641588833612777,110,lbfgs,0.005,close,240,2,True
0.73,0.76,0.75,0.81,0.83,192,1.49,-1,0.33,0.92,l2,2.154434690031882,100,lbfgs,0.005,high,240,2,True
0.71,0.73,0.72,0.8,0.84,193,24.48,-1,0.28,0.81,l2,0.4641588833612777,50,sag,0.01,PPO,240,2,True
0.68,0.76,0.72,0.79,0.84,194,1.22,-1,0.29,0.93,l2,4.641588833612777,40,lbfgs,0.005,volume,240,2,True
0.82,0.67,0.74,0.82,0.82,195,3.08,-1,0.29,0.43,l2,0.046415888336127774,90,sag,0.05,volume,240,2,True
0.78,0.75,0.76,0.81,0.82,196,1.21,-1,0.36,0.71,l2,10.0,40,lbfgs,0.01,PPO,240,2,True
0.68,0.74,0.71,0.79,0.83,197,2.25,-1,0.28,0.92,l2,2.154434690031882,140,liblinear,0.01,atr,240,2,True
0.85,0.7,0.77,0.81,0.81,198,1.83,-1,0.37,0.49,l2,0.046415888336127774,120,liblinear,0.05,PPO,240,2,True
0.77,0.69,0.73,0.81,0.83,199,4.11,-1,0.28,0.6,l2,0.01,30,sag,0.01,low,240,2,True
0.82,0.65,0.73,0.83,0.84,0,95.25,-1,0.27,0.39,l2,10.0,90,sag,0.005,PPO,240,1,True
0.71,0.78,0.75,0.81,0.84,1,4.77,-1,0.33,0.96,l2,4.641588833612777,90,sag,0.05,high,240,1,True
0.96,0.43,0.6,0.75,0.65,2,1.56,-1,0.28,0.66,l2,0.01,110,lbfgs,0.1,maker_ratio,240,1,True
0.81,0.73,0.77,0.83,0.84,3,2.43,-1,0.34,0.54,l2,10.0,140,lbfgs,0.005,vwap,240,1,True
0.78,0.74,0.76,0.82,0.83,4,3.96,-1,0.35,0.72,l2,0.046415888336127774,130,liblinear,0.05,maker_ratio,240,1,True
0.74,0.73,0.74,0.81,0.83,5,4.88,-1,0.32,0.76,l2,10.0,120,liblinear,0.01,maker_ratio,240,1,True
0.83,0.74,0.78,0.83,0.83,6,4.15,-1,0.37,0.62,l2,0.21544346900318834,120,liblinear,0.05,PPO,240,1,True
0.87,0.72,0.79,0.82,0.81,7,92.39,-1,0.4,0.47,l2,0.4641588833612777,120,sag,0.01,maker_ratio,240,1,True
0.95,0.52,0.67,0.76,0.7,8,1.71,-1,0.33,0.65,l2,4.641588833612777,110,lbfgs,0.1,wilder_rsi,240,1,True
0.96,0.48,0.64,0.74,0.66,9,1.82,-1,0.32,0.55,l2,0.09999999999999999,50,lbfgs,0.1,volume,240,1,True
0.97,0.39,0.55,0.74,0.62,10,1.32,-1,0.25,0.63,l2,0.046415888336127774,80,lbfgs,0.1,wilder_rsi,240,1,True
0.84,0.73,0.78,0.83,0.83,11,4.71,-1,0.36,0.54,l2,10.0,100,liblinear,0.01,close,240,1,True
0.86,0.73,0.79,0.83,0.83,12,5.09,-1,0.38,0.56,l2,0.046415888336127774,80,liblinear,0.005,volume,240,1,True
0.67,0.72,0.69,0.79,0.85,13,2.67,-1,0.27,0.96,l2,0.09999999999999999,80,lbfgs,0.01,maker_ratio,240,1,True
0.82,0.7,0.75,0.82,0.81,14,1.92,-1,0.35,0.66,l2,0.4641588833612777,30,lbfgs,0.05,close,240,1,True
0.69,0.71,0.7,0.8,0.86,15,3.24,-1,0.25,0.73,l2,0.09999999999999999,50,sag,0.1,wilder_rsi,240,1,True
0.71,0.77,0.74,0.8,0.83,16,4.28,-1,0.34,0.96,l2,1.0,140,sag,0.05,maker_ratio,240,1,True
0.82,0.67,0.74,0.83,0.83,17,1.78,-1,0.29,0.54,l2,0.046415888336127774,30,lbfgs,0.01,no_of_trades,240,1,True
0.8,0.66,0.72,0.83,0.85,18,5.02,-1,0.26,0.43,l2,0.046415888336127774,30,liblinear,0.005,wilder_rsi,240,1,True
0.69,0.75,0.72,0.8,0.85,19,3.52,-1,0.29,0.96,l2,0.021544346900318832,60,liblinear,0.05,PPO,240,1,True
0.79,0.72,0.75,0.82,0.83,20,4.9,-1,0.34,0.91,l2,0.01,30,liblinear,0.005,atr,240,1,True
0.85,0.69,0.76,0.83,0.83,21,3.15,-1,0.33,0.43,l2,1.0,40,sag,0.1,volume,240,1,True
0.76,0.68,0.72,0.82,0.85,22,3.22,-1,0.25,0.62,l2,1.0,130,sag,0.1,high,240,1,True
0.79,0.68,0.73,0.83,0.84,23,5.18,-1,0.28,0.61,l2,0.09999999999999999,130,sag,0.05,volume,240,1,True
0.78,0.77,0.78,0.82,0.83,24,3.85,-1,0.39,0.88,l2,2.154434690031882,130,liblinear,0.1,maker_ratio,240,1,True
0.74,0.75,0.74,0.81,0.84,25,93.57,-1,0.31,0.95,l2,0.4641588833612777,110,sag,0.01,volume,240,1,True
0.84,0.69,0.76,0.84,0.83,26,17.63,-1,0.32,0.44,l2,0.021544346900318832,80,sag,0.01,wilder_rsi,240,1,True
0.78,0.77,0.77,0.83,0.84,27,2.66,-1,0.36,0.84,l2,10.0,140,lbfgs,0.005,imbalance,240,1,True
0.88,0.57,0.69,0.81,0.78,28,3.69,-1,0.29,0.39,l2,0.046415888336127774,30,sag,0.1,atr,240,1,True
0.85,0.71,0.77,0.83,0.83,29,87.48,-1,0.35,0.46,l2,0.21544346900318834,90,sag,0.01,imbalance,240,1,True
0.81,0.64,0.71,0.83,0.84,30,84.47,-1,0.25,0.46,l2,0.21544346900318834,80,sag,0.005,no_of_trades,240,1,True
0.74,0.74,0.74,0.82,0.84,31,33.78,-1,0.31,0.92,l2,0.4641588833612777,30,sag,0.01,no_of_trades,240,1,True
0.77,0.7,0.73,0.82,0.85,32,138.88,-1,0.28,0.57,l2,0.21544346900318834,130,sag,0.005,high,240,1,True
0.88,0.68,0.77,0.83,0.82,33,4.27,-1,0.35,0.38,l2,0.01,90,liblinear,0.05,high,240,1,True
0.86,0.64,0.74,0.84,0.83,34,74.88,-1,0.29,0.4,l2,1.0,70,sag,0.005,volume,240,1,True
0.76,0.63,0.69,0.8,0.83,35,4.23,-1,0.26,0.86,l2,10.0,120,liblinear,0.1,atr,240,1,True
0.83,0.62,0.71,0.84,0.84,36,4.06,-1,0.25,0.34,l2,4.641588833612777,50,liblinear,0.1,low,240,1,True
0.63,0.8,0.7,0.77,0.82,37,1.36,-1,0.35,0.94,l2,4.641588833612777,80,lbfgs,0.05,volume,240,1,True
0.84,0.74,0.79,0.83,0.82,38,2.1,-1,0.39,0.98,l2,0.21544346900318834,120,lbfgs,0.05,atr,240,1,True
0.67,0.73,0.7,0.8,0.86,39,5.66,-1,0.25,0.81,l2,0.021544346900318832,60,liblinear,0.05,low,240,1,True
0.7,0.76,0.73,0.8,0.85,40,8.5,-1,0.3,0.96,l2,1.0,110,sag,0.005,close,240,1,True
0.87,0.61,0.71,0.82,0.8,41,1.87,-1,0.3,0.46,l2,10.0,130,lbfgs,0.05,close,240,1,True
0.9,0.65,0.76,0.83,0.81,42,97.78,-1,0.34,0.33,l2,4.641588833612777,90,sag,0.005,no_of_trades,240,1,True
0.84,0.76,0.8,0.84,0.83,43,4.49,-1,0.39,0.65,l2,0.021544346900318832,90,liblinear,0.005,vwap,240,1,True
0.87,0.66,0.75,0.84,0.82,44,2.26,-1,0.31,0.33,l2,2.154434690031882,120,lbfgs,0.01,vwap,240,1,True
0.85,0.57,0.68,0.82,0.81,45,1.51,-1,0.25,0.4,l2,10.0,60,lbfgs,0.05,volume,240,1,True
0.85,0.72,0.78,0.83,0.83,46,5.22,-1,0.36,0.51,l2,4.641588833612777,30,liblinear,0.005,vwap,240,1,True
0.82,0.75,0.78,0.83,0.83,47,3.3,-1,0.37,0.69,l2,10.0,80,sag,0.1,imbalance,240,1,True
0.72,0.74,0.73,0.81,0.85,48,4.11,-1,0.29,0.85,l2,0.01,130,liblinear,0.1,wilder_rsi,240,1,True
0.81,0.79,0.8,0.83,0.84,49,29.58,-1,0.4,0.84,l2,0.021544346900318832,120,sag,0.01,wilder_rsi,240,1,True
0.83,0.68,0.75,0.82,0.82,50,4.2,-1,0.33,0.74,l2,0.021544346900318832,70,liblinear,0.1,atr,240,1,True
0.72,0.74,0.73,0.81,0.85,51,4.84,-1,0.29,0.77,l2,0.021544346900318832,30,sag,0.05,high,240,1,True
0.81,0.78,0.79,0.83,0.84,52,4.12,-1,0.39,0.8,l2,0.01,60,liblinear,0.05,vwap,240,1,True
0.98,0.39,0.56,0.7,0.58,53,1.75,-1,0.28,0.42,l2,0.4641588833612777,60,lbfgs,0.1,volume,240,1,True
0.42,0.85,0.56,0.69,0.8,54,1.42,-1,0.31,0.79,l2,0.021544346900318832,140,lbfgs,0.1,PPO,240,1,True
0.78,0.67,0.72,0.83,0.85,55,4.57,-1,0.26,0.5,l2,0.21544346900318834,90,liblinear,0.05,close,240,1,True
0.83,0.65,0.73,0.84,0.84,56,4.02,-1,0.28,0.4,l2,0.21544346900318834,120,liblinear,0.05,low,240,1,True
0.73,0.73,0.73,0.81,0.85,57,3.85,-1,0.28,0.73,l2,0.01,120,sag,0.1,wilder_rsi,240,1,True
0.95,0.44,0.6,0.76,0.67,58,1.99,-1,0.27,0.73,l2,1.0,130,lbfgs,0.1,no_of_trades,240,1,True
0.85,0.62,0.71,0.84,0.83,59,2.06,-1,0.26,0.37,l2,0.021544346900318832,50,lbfgs,0.005,PPO,240,1,True
0.71,0.72,0.71,0.8,0.84,60,1.65,-1,0.29,0.9,l2,0.21544346900318834,100,lbfgs,0.05,volume,240,1,True
0.96,0.49,0.65,0.74,0.67,61,1.39,-1,0.33,0.5,l2,0.01,80,lbfgs,0.1,wilder_rsi,240,1,True
0.91,0.7,0.79,0.83,0.81,62,68.71,-1,0.39,0.35,l2,0.21544346900318834,100,sag,0.01,wilder_rsi,240,1,True
0.87,0.71,0.78,0.84,0.83,63,3.76,-1,0.36,0.5,l2,4.641588833612777,110,sag,0.05,vwap,240,1,True
0.82,0.7,0.76,0.82,0.82,64,4.84,-1,0.34,0.51,l2,2.154434690031882,120,liblinear,0.005,maker_ratio,240,1,True
0.72,0.76,0.74,0.81,0.84,65,85.89,-1,0.31,0.83,l2,0.09999999999999999,80,sag,0.005,PPO,240,1,True
0.86,0.63,0.73,0.83,0.81,66,44.55,-1,0.3,0.33,l2,4.641588833612777,40,sag,0.005,maker_ratio,240,1,True
0.87,0.6,0.71,0.82,0.8,67,4.32,-1,0.29,0.5,l2,2.154434690031882,60,liblinear,0.1,atr,240,1,True
0.91,0.68,0.78,0.83,0.81,68,108.73,-1,0.38,0.35,l2,1.0,100,sag,0.005,volume,240,1,True
0.71,0.74,0.72,0.81,0.85,69,5.55,-1,0.28,0.79,l2,1.0,140,liblinear,0.01,low,240,1,True
0.83,0.75,0.79,0.83,0.84,70,6.95,-1,0.37,0.62,l2,0.09999999999999999,40,sag,0.01,close,240,1,True
0.87,0.71,0.78,0.83,0.82,71,1.82,-1,0.37,0.52,l2,2.154434690031882,120,lbfgs,0.01,wilder_rsi,240,1,True
0.96,0.56,0.71,0.79,0.73,72,1.56,-1,0.34,0.34,l2,2.154434690031882,50,lbfgs,0.05,close,240,1,True
0.88,0.74,0.8,0.83,0.83,73,96.45,-1,0.4,0.53,l2,2.154434690031882,90,sag,0.005,volume,240,1,True
0.82,0.78,0.8,0.83,0.84,74,3.91,-1,0.4,0.78,l2,0.09999999999999999,30,liblinear,0.05,wilder_rsi,240,1,True
0.88,0.72,0.79,0.83,0.81,75,1.98,-1,0.4,0.44,l2,0.09999999999999999,30,lbfgs,0.05,low,240,1,True
0.89,0.66,0.76,0.83,0.81,76,4.21,-1,0.34,0.33,l2,0.046415888336127774,110,liblinear,0.1,high,240,1,True
0.71,0.77,0.74,0.81,0.84,77,7.98,-1,0.32,0.96,l2,0.01,100,sag,0.005,close,240,1,True
0.71,0.69,0.7,0.8,0.85,78,5.35,-1,0.25,0.64,l2,0.01,30,liblinear,0.01,maker_ratio,240,1,True
0.71,0.76,0.74,0.81,0.85,79,4.91,-1,0.31,0.96,l2,0.4641588833612777,80,liblinear,0.05,wilder_rsi,240,1,True
0.95,0.43,0.59,0.74,0.65,80,1.69,-1,0.28,0.52,l2,4.641588833612777,50,lbfgs,0.1,atr,240,1,True
0.89,0.62,0.73,0.82,0.79,81,1.52,-1,0.32,0.33,l2,10.0,60,lbfgs,0.05,no_of_trades,240,1,True
0.81,0.76,0.78,0.83,0.84,82,2.3,-1,0.37,0.74,l2,10.0,40,lbfgs,0.01,no_of_trades,240,1,True
0.62,0.73,0.67,0.77,0.85,83,3.98,-1,0.25,0.98,l2,0.01,140,liblinear,0.1,maker_ratio,240,1,True
0.85,0.76,0.8,0.84,0.83,84,4.47,-1,0.4,0.61,l2,4.641588833612777,140,liblinear,0.005,close,240,1,True
0.75,0.66,0.7,0.81,0.83,85,1.47,-1,0.27,0.61,l2,0.4641588833612777,140,lbfgs,0.05,maker_ratio,240,1,True
0.75,0.7,0.73,0.81,0.84,86,5.56,-1,0.29,0.62,l2,0.046415888336127774,50,liblinear,0.01,maker_ratio,240,1,True
0.71,0.71,0.71,0.81,0.86,87,4.71,-1,0.25,0.68,l2,0.046415888336127774,80,liblinear,0.01,vwap,240,1,True
0.82,0.72,0.77,0.83,0.84,88,3.56,-1,0.34,0.58,l2,2.154434690031882,70,liblinear,0.1,low,240,1,True
0.76,0.72,0.74,0.82,0.84,89,1.71,-1,0.3,0.97,l2,0.09999999999999999,30,lbfgs,0.01,PPO,240,1,True
0.85,0.73,0.79,0.83,0.83,90,2.27,-1,0.37,0.57,l2,0.01,80,lbfgs,0.005,volume,240,1,True
0.85,0.63,0.73,0.83,0.83,91,1.87,-1,0.28,0.42,l2,0.046415888336127774,140,lbfgs,0.005,no_of_trades,240,1,True
0.78,0.77,0.78,0.83,0.84,92,3.73,-1,0.36,0.84,l2,2.154434690031882,90,liblinear,0.1,close,240,1,True
0.83,0.73,0.78,0.83,0.83,93,3.63,-1,0.35,0.57,l2,4.641588833612777,30,liblinear,0.05,vwap,240,1,True
0.81,0.74,0.77,0.82,0.83,94,3.85,-1,0.36,0.95,l2,10.0,30,liblinear,0.1,atr,240,1,True
0.81,0.56,0.66,0.8,0.8,95,3.13,-1,0.25,0.51,l2,1.0,40,sag,0.1,atr,240,1,True
0.8,0.65,0.72,0.82,0.83,96,4.04,-1,0.27,0.44,l2,0.021544346900318832,30,liblinear,0.1,maker_ratio,240,1,True
0.8,0.74,0.77,0.83,0.84,97,2.72,-1,0.35,0.56,l2,0.4641588833612777,40,lbfgs,0.01,close,240,1,True
0.86,0.74,0.8,0.84,0.83,98,4.32,-1,0.39,0.52,l2,2.154434690031882,130,sag,0.05,close,240,1,True
0.79,0.77,0.78,0.83,0.84,99,75.27,-1,0.37,0.89,l2,1.0,70,sag,0.005,no_of_trades,240,1,True
0.82,0.69,0.75,0.83,0.84,100,9.97,-1,0.3,0.46,l2,4.641588833612777,140,sag,0.005,close,240,1,True
0.82,0.74,0.77,0.83,0.84,101,2.6,-1,0.35,0.68,l2,0.21544346900318834,50,lbfgs,0.005,wilder_rsi,240,1,True
0.79,0.67,0.72,0.83,0.84,102,3.92,-1,0.27,0.46,l2,0.09999999999999999,110,liblinear,0.1,imbalance,240,1,True
0.96,0.53,0.68,0.74,0.68,103,1.25,-1,0.37,0.38,l2,0.01,110,lbfgs,0.1,wilder_rsi,240,1,True
0.77,0.66,0.72,0.83,0.85,104,4.32,-1,0.25,0.49,l2,0.046415888336127774,70,liblinear,0.05,low,240,1,True
0.83,0.71,0.76,0.83,0.83,105,4.42,-1,0.33,0.52,l2,4.641588833612777,130,liblinear,0.1,high,240,1,True
0.75,0.65,0.7,0.8,0.82,106,5.06,-1,0.28,0.85,l2,0.21544346900318834,90,liblinear,0.005,atr,240,1,True
0.85,0.66,0.74,0.82,0.82,107,2.12,-1,0.32,0.64,l2,0.21544346900318834,110,lbfgs,0.01,atr,240,1,True
0.95,0.44,0.6,0.76,0.67,108,1.19,-1,0.27,0.79,l2,0.01,110,lbfgs,0.1,wilder_rsi,240,1,True
0.85,0.71,0.77,0.83,0.83,109,1.96,-1,0.35,0.5,l2,0.09999999999999999,80,lbfgs,0.01,imbalance,240,1,True
0.86,0.64,0.74,0.82,0.81,110,116.43,-1,0.32,0.53,l2,0.4641588833612777,110,sag,0.005,atr,240,1,True
0.79,0.74,0.77,0.82,0.83,111,1.84,-1,0.36,0.99,l2,10.0,80,lbfgs,0.05,wilder_rsi,240,1,True
0.79,0.71,0.75,0.83,0.84,112,5.31,-1,0.3,0.57,l2,0.4641588833612777,90,liblinear,0.005,wilder_rsi,240,1,True
0.8,0.79,0.8,0.83,0.84,113,4.92,-1,0.4,0.96,l2,0.021544346900318832,30,liblinear,0.01,volume,240,1,True
0.74,0.76,0.75,0.81,0.84,114,2.81,-1,0.33,0.92,l2,0.021544346900318832,90,lbfgs,0.005,imbalance,240,1,True
0.92,0.58,0.71,0.78,0.74,115,1.7,-1,0.35,0.88,l2,0.01,30,lbfgs,0.1,volume,240,1,True
0.96,0.54,0.69,0.76,0.7,116,1.29,-1,0.35,0.66,l2,1.0,110,lbfgs,0.1,imbalance,240,1,True
0.95,0.53,0.68,0.75,0.69,117,1.71,-1,0.35,0.46,l2,0.01,30,lbfgs,0.1,high,240,1,True
0.81,0.78,0.79,0.83,0.84,118,4.45,-1,0.39,0.84,l2,4.641588833612777,140,liblinear,0.1,volume,240,1,True
0.75,0.76,0.75,0.82,0.84,119,2.37,-1,0.33,0.95,l2,0.21544346900318834,100,lbfgs,0.01,volume,240,1,True
0.72,0.74,0.73,0.81,0.85,120,4.04,-1,0.29,0.84,l2,0.046415888336127774,80,liblinear,0.05,wilder_rsi,240,1,True
0.74,0.69,0.71,0.82,0.86,121,5.31,-1,0.25,0.57,l2,2.154434690031882,80,liblinear,0.01,close,240,1,True
0.82,0.71,0.76,0.83,0.84,122,4.8,-1,0.32,0.57,l2,4.641588833612777,70,sag,0.05,vwap,240,1,True
0.87,0.72,0.79,0.83,0.82,123,3.2,-1,0.39,0.58,l2,2.154434690031882,100,sag,0.1,atr,240,1,True
0.79,0.7,0.74,0.83,0.84,124,2.55,-1,0.29,0.57,l2,0.046415888336127774,120,lbfgs,0.005,close,240,1,True
0.87,0.66,0.75,0.83,0.82,125,4.87,-1,0.32,0.33,l2,0.09999999999999999,80,liblinear,0.01,PPO,240,1,True
0.75,0.72,0.74,0.82,0.85,126,5.72,-1,0.29,0.69,l2,1.0,70,liblinear,0.01,close,240,1,True
0.65,0.75,0.69,0.79,0.86,127,5.16,-1,0.26,0.99,l2,0.4641588833612777,70,liblinear,0.01,high,240,1,True
0.75,0.72,0.74,0.82,0.85,128,154.8,-1,0.29,0.68,l2,0.4641588833612777,140,sag,0.005,wilder_rsi,240,1,True
0.56,0.75,0.64,0.75,0.85,129,1.94,-1,0.25,0.95,l2,0.4641588833612777,110,lbfgs,0.1,atr,240,1,True
0.74,0.75,0.75,0.81,0.84,130,2.36,-1,0.32,0.75,l2,0.4641588833612777,110,lbfgs,0.01,close,240,1,True
0.81,0.71,0.76,0.82,0.82,131,98.3,-1,0.34,0.8,l2,0.21544346900318834,90,sag,0.005,atr,240,1,True
0.81,0.69,0.75,0.83,0.84,132,5.7,-1,0.3,0.5,l2,0.21544346900318834,70,liblinear,0.01,high,240,1,True
0.71,0.76,0.74,0.81,0.84,133,137.68,-1,0.31,0.88,l2,4.641588833612777,130,sag,0.005,PPO,240,1,True
0.42,0.81,0.56,0.7,0.84,134,1.67,-1,0.25,0.9,l2,0.046415888336127774,120,lbfgs,0.1,wilder_rsi,240,1,True
0.88,0.71,0.79,0.83,0.82,135,2.53,-1,0.38,0.44,l2,0.01,80,lbfgs,0.005,volume,240,1,True
0.7,0.75,0.73,0.81,0.85,136,5.06,-1,0.29,0.87,l2,0.021544346900318832,140,liblinear,0.005,close,240,1,True
0.82,0.77,0.79,0.83,0.83,137,2.31,-1,0.39,0.87,l2,10.0,80,lbfgs,0.01,atr,240,1,True
0.74,0.71,0.72,0.82,0.85,138,5.06,-1,0.27,0.63,l2,0.01,30,liblinear,0.01,high,240,1,True
0.81,0.72,0.76,0.83,0.84,139,4.72,-1,0.33,0.58,l2,0.021544346900318832,140,liblinear,0.01,close,240,1,True
0.81,0.69,0.75,0.82,0.83,140,101.63,-1,0.32,0.52,l2,4.641588833612777,110,sag,0.01,maker_ratio,240,1,True
0.76,0.76,0.76,0.82,0.84,141,2.35,-1,0.34,0.82,l2,0.4641588833612777,70,lbfgs,0.005,vwap,240,1,True
0.85,0.76,0.8,0.84,0.83,142,14.08,-1,0.4,0.64,l2,0.01,110,sag,0.01,wilder_rsi,240,1,True
0.77,0.73,0.75,0.82,0.84,143,92.54,-1,0.32,0.64,l2,0.21544346900318834,110,sag,0.01,imbalance,240,1,True
0.72,0.73,0.73,0.81,0.85,144,5.12,-1,0.28,0.77,l2,0.021544346900318832,50,liblinear,0.05,low,240,1,True
0.89,0.66,0.76,0.82,0.8,145,1.9,-1,0.35,0.89,l2,1.0,70,lbfgs,0.05,vwap,240,1,True
0.77,0.79,0.78,0.82,0.84,146,3.87,-1,0.38,0.94,l2,0.21544346900318834,40,sag,0.1,imbalance,240,1,True
0.64,0.74,0.69,0.79,0.86,147,54.6,-1,0.25,0.91,l2,0.21544346900318834,50,sag,0.01,PPO,240,1,True
0.85,0.63,0.73,0.84,0.83,148,4.96,-1,0.27,0.32,l2,0.09999999999999999,40,sag,0.1,low,240,1,True
0.93,0.61,0.74,0.8,0.77,149,1.86,-1,0.36,0.59,l2,0.09999999999999999,130,lbfgs,0.05,close,240,1,True
0.74,0.71,0.72,0.82,0.85,150,4.99,-1,0.27,0.65,l2,1.0,40,liblinear,0.01,close,240,1,True
0.84,0.6,0.7,0.81,0.8,151,3.64,-1,0.29,0.51,l2,0.09999999999999999,90,sag,0.1,atr,240,1,True
0.89,0.65,0.75,0.83,0.81,152,1.9,-1,0.33,0.34,l2,0.4641588833612777,50,lbfgs,0.01,no_of_trades,240,1,True
0.85,0.68,0.76,0.83,0.82,153,4.79,-1,0.33,0.4,l2,1.0,30,liblinear,0.01,PPO,240,1,True
0.71,0.72,0.71,0.81,0.86,154,1.81,-1,0.26,0.73,l2,0.01,70,lbfgs,0.005,close,240,1,True
0.64,0.75,0.69,0.78,0.86,155,4.72,-1,0.25,0.96,l2,0.046415888336127774,130,liblinear,0.05,high,240,1,True
0.74,0.72,0.73,0.82,0.85,156,3.12,-1,0.28,0.7,l2,0.021544346900318832,100,sag,0.05,high,240,1,True
0.76,0.7,0.73,0.82,0.85,157,3.79,-1,0.27,0.6,l2,4.641588833612777,80,liblinear,0.1,vwap,240,1,True
0.51,0.83,0.63,0.73,0.81,158,1.61,-1,0.32,0.66,l2,0.021544346900318832,140,lbfgs,0.1,PPO,240,1,True
0.66,0.74,0.7,0.79,0.86,159,4.89,-1,0.26,0.91,l2,0.21544346900318834,90,liblinear,0.05,wilder_rsi,240,1,True
0.65,0.74,0.69,0.79,0.86,160,2.07,-1,0.25,0.97,l2,0.21544346900318834,140,lbfgs,0.005,wilder_rsi,240,1,True
0.9,0.64,0.75,0.82,0.8,161,3.73,-1,0.34,0.46,l2,0.21544346900318834,100,liblinear,0.1,atr,240,1,True
0.69,0.76,0.72,0.8,0.85,162,4.69,-1,0.29,0.92,l2,0.21544346900318834,120,liblinear,0.05,close,240,1,True
0.82,0.64,0.72,0.83,0.84,163,4.39,-1,0.26,0.46,l2,0.4641588833612777,120,liblinear,0.01,volume,240,1,True
0.74,0.73,0.73,0.82,0.85,164,3.12,-1,0.29,0.68,l2,10.0,130,sag,0.1,PPO,240,1,True
0.7,0.75,0.72,0.8,0.85,165,4.45,-1,0.29,0.86,l2,0.021544346900318832,60,sag,0.05,imbalance,240,1,True
0.86,0.72,0.78,0.83,0.82,166,1.62,-1,0.38,0.55,l2,4.641588833612777,30,lbfgs,0.05,vwap,240,1,True
0.95,0.57,0.71,0.76,0.71,167,1.18,-1,0.38,0.42,l2,0.046415888336127774,120,lbfgs,0.1,high,240,1,True
0.82,0.78,0.8,0.83,0.83,168,4.51,-1,0.4,0.71,l2,0.046415888336127774,50,sag,0.05,imbalance,240,1,True
0.76,0.78,0.77,0.82,0.84,169,2.01,-1,0.36,0.97,l2,4.641588833612777,100,lbfgs,0.005,wilder_rsi,240,1,True
0.96,0.5,0.65,0.75,0.67,170,1.51,-1,0.33,0.56,l2,0.09999999999999999,60,lbfgs,0.1,volume,240,1,True
0.78,0.73,0.76,0.82,0.84,171,2.02,-1,0.32,0.77,l2,4.641588833612777,70,lbfgs,0.01,volume,240,1,True
0.77,0.76,0.77,0.82,0.84,172,5.28,-1,0.34,0.77,l2,0.021544346900318832,130,liblinear,0.005,wilder_rsi,240,1,True
0.83,0.71,0.77,0.83,0.84,173,3.15,-1,0.33,0.5,l2,1.0,100,sag,0.1,close,240,1,True
0.84,0.68,0.75,0.83,0.83,174,1.96,-1,0.31,0.44,l2,10.0,30,lbfgs,0.005,low,240,1,True
0.89,0.68,0.77,0.83,0.81,175,1.89,-1,0.36,0.35,l2,0.01,110,lbfgs,0.005,no_of_trades,240,1,True
0.77,0.77,0.77,0.82,0.83,176,3.14,-1,0.37,0.85,l2,2.154434690031882,70,sag,0.1,maker_ratio,240,1,True
0.71,0.77,0.74,0.81,0.85,177,67.67,-1,0.31,0.95,l2,0.046415888336127774,120,sag,0.01,wilder_rsi,240,1,True
0.72,0.75,0.74,0.81,0.84,178,2.96,-1,0.31,0.84,l2,2.154434690031882,110,lbfgs,0.005,imbalance,240,1,True
0.85,0.71,0.78,0.83,0.83,179,3.62,-1,0.35,0.5,l2,0.021544346900318832,50,liblinear,0.1,high,240,1,True
0.78,0.79,0.78,0.83,0.84,180,4.16,-1,0.37,0.88,l2,2.154434690031882,40,sag,0.05,low,240,1,True
0.82,0.77,0.79,0.83,0.84,181,2.11,-1,0.39,0.75,l2,0.4641588833612777,40,lbfgs,0.005,no_of_trades,240,1,True
0.72,0.78,0.75,0.81,0.84,182,4.99,-1,0.33,0.96,l2,10.0,140,liblinear,0.01,high,240,1,True
0.77,0.75,0.76,0.81,0.83,183,4.83,-1,0.35,0.78,l2,2.154434690031882,130,liblinear,0.01,maker_ratio,240,1,True
0.86,0.66,0.75,0.83,0.82,184,4.39,-1,0.31,0.42,l2,0.21544346900318834,90,liblinear,0.01,no_of_trades,240,1,True
0.86,0.73,0.79,0.83,0.83,185,5.21,-1,0.38,0.58,l2,0.21544346900318834,60,sag,0.05,volume,240,1,True
0.87,0.69,0.77,0.83,0.82,186,4.23,-1,0.34,0.41,l2,2.154434690031882,60,liblinear,0.1,close,240,1,True
0.89,0.69,0.78,0.83,0.82,187,3.7,-1,0.36,0.37,l2,1.0,30,liblinear,0.1,close,240,1,True
